checkpoint,cohort,PMI,animal_within_PMI,organ,AWA_weight
fold10.pth,modeled_time_test,1.0,4,Muscle,0.13722094893455505
fold10.pth,modeled_time_test,1.0,8,Muscle,0.14088235795497894
fold10.pth,modeled_time_test,2.0,7,Muscle,0.14206431806087494
fold10.pth,modeled_time_test,2.0,8,Muscle,0.13914255797863007
fold10.pth,modeled_time_test,3.0,1,Muscle,0.1422726809978485
fold10.pth,modeled_time_test,3.0,8,Muscle,0.13909243047237396
fold10.pth,modeled_time_test,6.0,1,Muscle,0.14135289192199707
fold10.pth,modeled_time_test,6.0,10,Muscle,0.1295083612203598
fold10.pth,modeled_time_test,12.0,3,Muscle,0.1327899694442749
fold10.pth,modeled_time_test,12.0,4,Muscle,0.13216695189476013
fold10.pth,modeled_time_test,18.0,2,Muscle,0.13364219665527344
fold10.pth,modeled_time_test,18.0,6,Muscle,0.14282913506031036
fold10.pth,modeled_time_test,24.0,3,Muscle,0.125
fold10.pth,modeled_time_test,24.0,6,Muscle,0.125
fold10.pth,unseen_time_test,0.33333,1,Muscle,0.13759829103946686
fold10.pth,unseen_time_test,0.33333,2,Muscle,0.131902813911438
fold10.pth,unseen_time_test,4.0,1,Muscle,0.134031280875206
fold10.pth,unseen_time_test,4.0,2,Muscle,0.12750841677188873
fold10.pth,unseen_time_test,11.0,1,Muscle,0.12685656547546387
fold10.pth,unseen_time_test,11.0,2,Muscle,0.14231249690055847
fold10.pth,unseen_time_test,20.0,1,Muscle,0.13774444162845612
fold10.pth,unseen_time_test,20.0,2,Muscle,0.1250000149011612
fold2.pth,modeled_time_test,0.5,2,Muscle,0.12500342726707458
fold2.pth,modeled_time_test,0.5,3,Muscle,0.125
fold2.pth,modeled_time_test,1.0,4,Muscle,0.1250050812959671
fold2.pth,modeled_time_test,1.0,8,Muscle,0.12505200505256653
fold2.pth,modeled_time_test,2.0,7,Muscle,0.12558436393737793
fold2.pth,modeled_time_test,2.0,8,Muscle,0.12519432604312897
fold2.pth,modeled_time_test,3.0,1,Muscle,0.1250000298023224
fold2.pth,modeled_time_test,3.0,8,Muscle,0.1250060647726059
fold2.pth,modeled_time_test,6.0,1,Muscle,0.12650419771671295
fold2.pth,modeled_time_test,6.0,10,Muscle,0.12500016391277313
fold2.pth,modeled_time_test,12.0,3,Muscle,0.12611275911331177
fold2.pth,modeled_time_test,12.0,4,Muscle,0.1262725442647934
fold2.pth,modeled_time_test,18.0,2,Muscle,0.12500101327896118
fold2.pth,modeled_time_test,18.0,6,Muscle,0.12643945217132568
fold2.pth,modeled_time_test,24.0,3,Muscle,0.125
fold2.pth,modeled_time_test,24.0,6,Muscle,0.125
fold2.pth,unseen_time_test,0.33333,1,Muscle,0.12502436339855194
fold2.pth,unseen_time_test,0.33333,2,Muscle,0.1250072419643402
fold2.pth,unseen_time_test,4.0,1,Muscle,0.12527510523796082
fold2.pth,unseen_time_test,4.0,2,Muscle,0.12500080466270447
fold2.pth,unseen_time_test,11.0,1,Muscle,0.1250000149011612
fold2.pth,unseen_time_test,11.0,2,Muscle,0.12980356812477112
fold2.pth,unseen_time_test,20.0,1,Muscle,0.12500299513339996
fold2.pth,unseen_time_test,20.0,2,Muscle,0.125
fold3.pth,modeled_time_test,0.5,2,Muscle,0.14281292259693146
fold3.pth,modeled_time_test,0.5,3,Muscle,0.14248311519622803
fold3.pth,modeled_time_test,1.0,4,Muscle,0.14270584285259247
fold3.pth,modeled_time_test,1.0,8,Muscle,0.1427910327911377
fold3.pth,modeled_time_test,2.0,7,Muscle,0.14245347678661346
fold3.pth,modeled_time_test,2.0,8,Muscle,0.1422479897737503
fold3.pth,modeled_time_test,3.0,1,Muscle,0.14228473603725433
fold3.pth,modeled_time_test,3.0,8,Muscle,0.14273568987846375
fold3.pth,modeled_time_test,6.0,1,Muscle,0.14285016059875488
fold3.pth,modeled_time_test,6.0,10,Muscle,0.142690971493721
fold3.pth,modeled_time_test,12.0,3,Muscle,0.1422669142484665
fold3.pth,modeled_time_test,12.0,4,Muscle,0.14180472493171692
fold3.pth,modeled_time_test,18.0,2,Muscle,0.1416003257036209
fold3.pth,modeled_time_test,18.0,6,Muscle,0.14198307693004608
fold3.pth,modeled_time_test,24.0,3,Muscle,0.125
fold3.pth,modeled_time_test,24.0,6,Muscle,0.127680242061615
fold3.pth,unseen_time_test,0.33333,1,Muscle,0.1426296979188919
fold3.pth,unseen_time_test,0.33333,2,Muscle,0.1426226645708084
fold3.pth,unseen_time_test,4.0,1,Muscle,0.1424551010131836
fold3.pth,unseen_time_test,4.0,2,Muscle,0.14255790412425995
fold3.pth,unseen_time_test,11.0,1,Muscle,0.1426253318786621
fold3.pth,unseen_time_test,11.0,2,Muscle,0.14254917204380035
fold3.pth,unseen_time_test,20.0,1,Muscle,0.14274008572101593
fold3.pth,unseen_time_test,20.0,2,Muscle,0.125
fold4.pth,modeled_time_test,0.5,2,Muscle,0.14173616468906403
fold4.pth,modeled_time_test,0.5,3,Muscle,0.125
fold4.pth,modeled_time_test,1.0,4,Muscle,0.12508928775787354
fold4.pth,modeled_time_test,1.0,8,Muscle,0.14153754711151123
fold4.pth,modeled_time_test,2.0,7,Muscle,0.1250040978193283
fold4.pth,modeled_time_test,2.0,8,Muscle,0.14284859597682953
fold4.pth,modeled_time_test,3.0,1,Muscle,0.1250000149011612
fold4.pth,modeled_time_test,3.0,8,Muscle,0.12567220628261566
fold4.pth,modeled_time_test,6.0,1,Muscle,0.13491475582122803
fold4.pth,modeled_time_test,6.0,10,Muscle,0.12500007450580597
fold4.pth,modeled_time_test,12.0,3,Muscle,0.13926704227924347
fold4.pth,modeled_time_test,12.0,4,Muscle,0.1310541033744812
fold4.pth,modeled_time_test,18.0,2,Muscle,0.12747722864151
fold4.pth,modeled_time_test,18.0,6,Muscle,0.1428564488887787
fold4.pth,modeled_time_test,24.0,3,Muscle,0.125
fold4.pth,modeled_time_test,24.0,6,Muscle,0.125
fold4.pth,unseen_time_test,0.33333,1,Muscle,0.1250000149011612
fold4.pth,unseen_time_test,0.33333,2,Muscle,0.125
fold4.pth,unseen_time_test,4.0,1,Muscle,0.12500007450580597
fold4.pth,unseen_time_test,4.0,2,Muscle,0.1250000149011612
fold4.pth,unseen_time_test,11.0,1,Muscle,0.1250000149011612
fold4.pth,unseen_time_test,11.0,2,Muscle,0.12500041723251343
fold4.pth,unseen_time_test,20.0,1,Muscle,0.12554869055747986
fold4.pth,unseen_time_test,20.0,2,Muscle,0.1250000149011612
fold5.pth,modeled_time_test,0.5,2,Muscle,0.14284095168113708
fold5.pth,modeled_time_test,0.5,3,Muscle,0.14285114407539368
fold5.pth,modeled_time_test,1.0,4,Muscle,0.14284789562225342
fold5.pth,modeled_time_test,1.0,8,Muscle,0.14284853637218475
fold5.pth,modeled_time_test,2.0,7,Muscle,0.14283129572868347
fold5.pth,modeled_time_test,2.0,8,Muscle,0.14277420938014984
fold5.pth,modeled_time_test,3.0,1,Muscle,0.14280474185943604
fold5.pth,modeled_time_test,3.0,8,Muscle,0.14285045862197876
fold5.pth,modeled_time_test,6.0,1,Muscle,0.14281603693962097
fold5.pth,modeled_time_test,6.0,10,Muscle,0.14284837245941162
fold5.pth,modeled_time_test,12.0,3,Muscle,0.1428230255842209
fold5.pth,modeled_time_test,12.0,4,Muscle,0.14276838302612305
fold5.pth,modeled_time_test,18.0,2,Muscle,0.14271575212478638
fold5.pth,modeled_time_test,18.0,6,Muscle,0.14277543127536774
fold5.pth,modeled_time_test,24.0,3,Muscle,0.14248709380626678
fold5.pth,modeled_time_test,24.0,6,Muscle,0.142145574092865
fold5.pth,unseen_time_test,0.33333,1,Muscle,0.14284174144268036
fold5.pth,unseen_time_test,0.33333,2,Muscle,0.14284805953502655
fold5.pth,unseen_time_test,4.0,1,Muscle,0.14284895360469818
fold5.pth,unseen_time_test,4.0,2,Muscle,0.14284983277320862
fold5.pth,unseen_time_test,11.0,1,Muscle,0.1428488940000534
fold5.pth,unseen_time_test,11.0,2,Muscle,0.1428416669368744
fold5.pth,unseen_time_test,20.0,1,Muscle,0.14284707605838776
fold5.pth,unseen_time_test,20.0,2,Muscle,0.12500198185443878
fold6.pth,modeled_time_test,0.5,2,Muscle,0.13964176177978516
fold6.pth,modeled_time_test,0.5,3,Muscle,0.12500381469726562
fold6.pth,modeled_time_test,1.0,4,Muscle,0.1388586312532425
fold6.pth,modeled_time_test,1.0,8,Muscle,0.13789835572242737
fold6.pth,modeled_time_test,2.0,7,Muscle,0.13174830377101898
fold6.pth,modeled_time_test,2.0,8,Muscle,0.14142769575119019
fold6.pth,modeled_time_test,3.0,1,Muscle,0.1252964437007904
fold6.pth,modeled_time_test,3.0,8,Muscle,0.13944122195243835
fold6.pth,modeled_time_test,6.0,1,Muscle,0.12687985599040985
fold6.pth,modeled_time_test,6.0,10,Muscle,0.12604156136512756
fold6.pth,modeled_time_test,12.0,3,Muscle,0.13366281986236572
fold6.pth,modeled_time_test,12.0,4,Muscle,0.1338178813457489
fold6.pth,modeled_time_test,18.0,2,Muscle,0.13759085536003113
fold6.pth,modeled_time_test,18.0,6,Muscle,0.13720212876796722
fold6.pth,modeled_time_test,24.0,3,Muscle,0.1250002533197403
fold6.pth,modeled_time_test,24.0,6,Muscle,0.12500527501106262
fold6.pth,unseen_time_test,0.33333,1,Muscle,0.12518440186977386
fold6.pth,unseen_time_test,0.33333,2,Muscle,0.12511946260929108
fold6.pth,unseen_time_test,4.0,1,Muscle,0.12604942917823792
fold6.pth,unseen_time_test,4.0,2,Muscle,0.12511615455150604
fold6.pth,unseen_time_test,11.0,1,Muscle,0.12531577050685883
fold6.pth,unseen_time_test,11.0,2,Muscle,0.13688291609287262
fold6.pth,unseen_time_test,20.0,1,Muscle,0.13623493909835815
fold6.pth,unseen_time_test,20.0,2,Muscle,0.14293107390403748
fold7.pth,modeled_time_test,0.5,2,Muscle,0.1428569108247757
fold7.pth,modeled_time_test,0.5,3,Muscle,0.1428571343421936
fold7.pth,modeled_time_test,1.0,4,Muscle,0.1428571194410324
fold7.pth,modeled_time_test,1.0,8,Muscle,0.1428571194410324
fold7.pth,modeled_time_test,2.0,7,Muscle,0.14285707473754883
fold7.pth,modeled_time_test,2.0,8,Muscle,0.14284895360469818
fold7.pth,modeled_time_test,3.0,1,Muscle,0.14285671710968018
fold7.pth,modeled_time_test,3.0,8,Muscle,0.1428571343421936
fold7.pth,modeled_time_test,6.0,1,Muscle,0.1428510546684265
fold7.pth,modeled_time_test,6.0,10,Muscle,0.1428571194410324
fold7.pth,modeled_time_test,12.0,3,Muscle,0.14285703003406525
fold7.pth,modeled_time_test,12.0,4,Muscle,0.14285032451152802
fold7.pth,modeled_time_test,18.0,2,Muscle,0.1428486555814743
fold7.pth,modeled_time_test,18.0,6,Muscle,0.1428499072790146
fold7.pth,modeled_time_test,24.0,3,Muscle,0.1428373157978058
fold7.pth,modeled_time_test,24.0,6,Muscle,0.14284466207027435
fold7.pth,unseen_time_test,0.33333,1,Muscle,0.14285705983638763
fold7.pth,unseen_time_test,0.33333,2,Muscle,0.1428571194410324
fold7.pth,unseen_time_test,4.0,1,Muscle,0.1428571194410324
fold7.pth,unseen_time_test,4.0,2,Muscle,0.1428571343421936
fold7.pth,unseen_time_test,11.0,1,Muscle,0.1428571343421936
fold7.pth,unseen_time_test,11.0,2,Muscle,0.14285284280776978
fold7.pth,unseen_time_test,20.0,1,Muscle,0.1428571194410324
fold7.pth,unseen_time_test,20.0,2,Muscle,0.1250000149011612
fold8.pth,modeled_time_test,0.5,2,Muscle,0.14284071326255798
fold8.pth,modeled_time_test,0.5,3,Muscle,0.1420743763446808
fold8.pth,modeled_time_test,1.0,4,Muscle,0.14246493577957153
fold8.pth,modeled_time_test,1.0,8,Muscle,0.14285193383693695
fold8.pth,modeled_time_test,2.0,7,Muscle,0.1427108198404312
fold8.pth,modeled_time_test,2.0,8,Muscle,0.14257492125034332
fold8.pth,modeled_time_test,3.0,1,Muscle,0.14273060858249664
fold8.pth,modeled_time_test,3.0,8,Muscle,0.14177848398685455
fold8.pth,modeled_time_test,6.0,1,Muscle,0.14285661280155182
fold8.pth,modeled_time_test,6.0,10,Muscle,0.14211837947368622
fold8.pth,modeled_time_test,12.0,3,Muscle,0.14276131987571716
fold8.pth,modeled_time_test,12.0,4,Muscle,0.1425551027059555
fold8.pth,modeled_time_test,18.0,2,Muscle,0.14256466925144196
fold8.pth,modeled_time_test,18.0,6,Muscle,0.14254385232925415
fold8.pth,modeled_time_test,24.0,3,Muscle,0.12500034272670746
fold8.pth,modeled_time_test,24.0,6,Muscle,0.12500376999378204
fold8.pth,unseen_time_test,0.33333,1,Muscle,0.1420217901468277
fold8.pth,unseen_time_test,0.33333,2,Muscle,0.14169754087924957
fold8.pth,unseen_time_test,4.0,1,Muscle,0.14234067499637604
fold8.pth,unseen_time_test,4.0,2,Muscle,0.14160974323749542
fold8.pth,unseen_time_test,11.0,1,Muscle,0.1422058343887329
fold8.pth,unseen_time_test,11.0,2,Muscle,0.1426638960838318
fold8.pth,unseen_time_test,20.0,1,Muscle,0.14222608506679535
fold8.pth,unseen_time_test,20.0,2,Muscle,0.1250096708536148
fold9.pth,modeled_time_test,0.5,2,Muscle,0.13547484576702118
fold9.pth,modeled_time_test,0.5,3,Muscle,0.1306341588497162
fold9.pth,modeled_time_test,1.0,4,Muscle,0.13607670366764069
fold9.pth,modeled_time_test,1.0,8,Muscle,0.13554561138153076
fold9.pth,modeled_time_test,2.0,7,Muscle,0.1425222009420395
fold9.pth,modeled_time_test,2.0,8,Muscle,0.1428113728761673
fold9.pth,modeled_time_test,3.0,1,Muscle,0.14267727732658386
fold9.pth,modeled_time_test,3.0,8,Muscle,0.13819989562034607
fold9.pth,modeled_time_test,6.0,1,Muscle,0.14222225546836853
fold9.pth,modeled_time_test,6.0,10,Muscle,0.13411155343055725
fold9.pth,modeled_time_test,12.0,3,Muscle,0.14281576871871948
fold9.pth,modeled_time_test,12.0,4,Muscle,0.14277520775794983
fold9.pth,modeled_time_test,18.0,2,Muscle,0.14278727769851685
fold9.pth,modeled_time_test,18.0,6,Muscle,0.14276926219463348
fold9.pth,modeled_time_test,24.0,3,Muscle,0.125
fold9.pth,modeled_time_test,24.0,6,Muscle,0.12500104308128357
fold9.pth,unseen_time_test,0.33333,1,Muscle,0.13032376766204834
fold9.pth,unseen_time_test,0.33333,2,Muscle,0.13061554729938507
fold9.pth,unseen_time_test,4.0,1,Muscle,0.13067494332790375
fold9.pth,unseen_time_test,4.0,2,Muscle,0.1309281587600708
fold9.pth,unseen_time_test,11.0,1,Muscle,0.133045956492424
fold9.pth,unseen_time_test,11.0,2,Muscle,0.1348043531179428
fold9.pth,unseen_time_test,20.0,1,Muscle,0.13765642046928406
fold9.pth,unseen_time_test,20.0,2,Muscle,0.125
fold1.pth,modeled_time_test,0.5,2,Spleen,0.14280365407466888
fold1.pth,modeled_time_test,0.5,3,Spleen,0.1423194855451584
fold1.pth,modeled_time_test,1.0,4,Spleen,0.14272496104240417
fold1.pth,modeled_time_test,1.0,8,Spleen,0.14277061820030212
fold1.pth,modeled_time_test,2.0,7,Spleen,0.1415562927722931
fold1.pth,modeled_time_test,2.0,8,Spleen,0.14163468778133392
fold1.pth,modeled_time_test,3.0,1,Spleen,0.1412162482738495
fold1.pth,modeled_time_test,3.0,8,Spleen,0.14272111654281616
fold1.pth,modeled_time_test,6.0,1,Spleen,0.1428399533033371
fold1.pth,modeled_time_test,6.0,10,Spleen,0.14263787865638733
fold1.pth,modeled_time_test,12.0,3,Spleen,0.14110016822814941
fold1.pth,modeled_time_test,12.0,4,Spleen,0.14133372902870178
fold1.pth,modeled_time_test,18.0,2,Spleen,0.14144408702850342
fold1.pth,modeled_time_test,18.0,6,Spleen,0.14176253974437714
fold1.pth,modeled_time_test,24.0,3,Spleen,0.125
fold1.pth,modeled_time_test,24.0,6,Spleen,0.1250338852405548
fold1.pth,unseen_time_test,0.33333,1,Spleen,0.1426924169063568
fold1.pth,unseen_time_test,0.33333,2,Spleen,0.14261411130428314
fold1.pth,unseen_time_test,4.0,1,Spleen,0.14255204796791077
fold1.pth,unseen_time_test,4.0,2,Spleen,0.14250847697257996
fold1.pth,unseen_time_test,11.0,1,Spleen,0.1425725221633911
fold1.pth,unseen_time_test,11.0,2,Spleen,0.14275707304477692
fold1.pth,unseen_time_test,20.0,1,Spleen,0.14272655546665192
fold1.pth,unseen_time_test,20.0,2,Spleen,0.12500867247581482
fold10.pth,modeled_time_test,0.5,2,Spleen,0.14240913093090057
fold10.pth,modeled_time_test,0.5,3,Spleen,0.12532846629619598
fold10.pth,modeled_time_test,1.0,4,Spleen,0.13722094893455505
fold10.pth,modeled_time_test,1.0,8,Spleen,0.14088235795497894
fold10.pth,modeled_time_test,2.0,7,Spleen,0.14206431806087494
fold10.pth,modeled_time_test,2.0,8,Spleen,0.13914255797863007
fold10.pth,modeled_time_test,3.0,1,Spleen,0.1422726809978485
fold10.pth,modeled_time_test,3.0,8,Spleen,0.13909243047237396
fold10.pth,modeled_time_test,6.0,1,Spleen,0.14135289192199707
fold10.pth,modeled_time_test,6.0,10,Spleen,0.12950840592384338
fold10.pth,modeled_time_test,12.0,3,Spleen,0.13279041647911072
fold10.pth,modeled_time_test,12.0,4,Spleen,0.13216698169708252
fold10.pth,modeled_time_test,18.0,2,Spleen,0.13364219665527344
fold10.pth,modeled_time_test,18.0,6,Spleen,0.14282913506031036
fold10.pth,modeled_time_test,24.0,3,Spleen,0.125
fold10.pth,modeled_time_test,24.0,6,Spleen,0.125
fold10.pth,unseen_time_test,0.33333,1,Spleen,0.13759829103946686
fold10.pth,unseen_time_test,0.33333,2,Spleen,0.131902813911438
fold10.pth,unseen_time_test,4.0,1,Spleen,0.134031280875206
fold10.pth,unseen_time_test,4.0,2,Spleen,0.12750841677188873
fold10.pth,unseen_time_test,11.0,1,Spleen,0.12685656547546387
fold10.pth,unseen_time_test,11.0,2,Spleen,0.14231249690055847
fold10.pth,unseen_time_test,20.0,1,Spleen,0.13774441182613373
fold10.pth,unseen_time_test,20.0,2,Spleen,0.1250000149011612
fold2.pth,modeled_time_test,0.5,2,Spleen,0.12500342726707458
fold2.pth,modeled_time_test,0.5,3,Spleen,0.125
fold2.pth,modeled_time_test,1.0,4,Spleen,0.1250050812959671
fold2.pth,modeled_time_test,1.0,8,Spleen,0.12505200505256653
fold2.pth,modeled_time_test,2.0,7,Spleen,0.12558436393737793
fold2.pth,modeled_time_test,2.0,8,Spleen,0.12519432604312897
fold2.pth,modeled_time_test,3.0,1,Spleen,0.1250000298023224
fold2.pth,modeled_time_test,3.0,8,Spleen,0.1250060647726059
fold2.pth,modeled_time_test,6.0,1,Spleen,0.12650418281555176
fold2.pth,modeled_time_test,6.0,10,Spleen,0.12500016391277313
fold2.pth,modeled_time_test,12.0,3,Spleen,0.12611275911331177
fold2.pth,modeled_time_test,12.0,4,Spleen,0.1262725293636322
fold2.pth,modeled_time_test,18.0,2,Spleen,0.12500101327896118
fold2.pth,modeled_time_test,18.0,6,Spleen,0.12643945217132568
fold2.pth,modeled_time_test,24.0,3,Spleen,0.125
fold2.pth,modeled_time_test,24.0,6,Spleen,0.125
fold2.pth,unseen_time_test,0.33333,1,Spleen,0.12502436339855194
fold2.pth,unseen_time_test,0.33333,2,Spleen,0.1250072419643402
fold2.pth,unseen_time_test,4.0,1,Spleen,0.12527510523796082
fold2.pth,unseen_time_test,4.0,2,Spleen,0.12500080466270447
fold2.pth,unseen_time_test,11.0,1,Spleen,0.1250000149011612
fold2.pth,unseen_time_test,11.0,2,Spleen,0.12980340421199799
fold2.pth,unseen_time_test,20.0,1,Spleen,0.12500298023223877
fold2.pth,unseen_time_test,20.0,2,Spleen,0.1249999850988388
fold3.pth,modeled_time_test,0.5,2,Spleen,0.14281292259693146
fold3.pth,modeled_time_test,0.5,3,Spleen,0.14248311519622803
fold3.pth,modeled_time_test,1.0,4,Spleen,0.14270584285259247
fold3.pth,modeled_time_test,1.0,8,Spleen,0.1427910327911377
fold3.pth,modeled_time_test,2.0,7,Spleen,0.14245347678661346
fold3.pth,modeled_time_test,2.0,8,Spleen,0.1422479897737503
fold3.pth,modeled_time_test,3.0,1,Spleen,0.14228473603725433
fold3.pth,modeled_time_test,3.0,8,Spleen,0.14273568987846375
fold3.pth,modeled_time_test,6.0,1,Spleen,0.14285016059875488
fold3.pth,modeled_time_test,6.0,10,Spleen,0.142690971493721
fold3.pth,modeled_time_test,12.0,3,Spleen,0.1422669142484665
fold3.pth,modeled_time_test,12.0,4,Spleen,0.14180472493171692
fold3.pth,modeled_time_test,18.0,2,Spleen,0.1416003257036209
fold3.pth,modeled_time_test,18.0,6,Spleen,0.14198307693004608
fold3.pth,modeled_time_test,24.0,3,Spleen,0.125
fold3.pth,modeled_time_test,24.0,6,Spleen,0.127680242061615
fold3.pth,unseen_time_test,0.33333,1,Spleen,0.1426296979188919
fold3.pth,unseen_time_test,0.33333,2,Spleen,0.1426226645708084
fold3.pth,unseen_time_test,4.0,1,Spleen,0.1424551010131836
fold3.pth,unseen_time_test,4.0,2,Spleen,0.14255790412425995
fold3.pth,unseen_time_test,11.0,1,Spleen,0.1426253318786621
fold3.pth,unseen_time_test,11.0,2,Spleen,0.14254917204380035
fold3.pth,unseen_time_test,20.0,1,Spleen,0.14274008572101593
fold3.pth,unseen_time_test,20.0,2,Spleen,0.125
fold4.pth,modeled_time_test,0.5,2,Spleen,0.14173616468906403
fold4.pth,modeled_time_test,0.5,3,Spleen,0.125
fold4.pth,modeled_time_test,1.0,4,Spleen,0.12508928775787354
fold4.pth,modeled_time_test,1.0,8,Spleen,0.14153754711151123
fold4.pth,modeled_time_test,2.0,7,Spleen,0.1250040978193283
fold4.pth,modeled_time_test,2.0,8,Spleen,0.14284859597682953
fold4.pth,modeled_time_test,3.0,1,Spleen,0.1250000149011612
fold4.pth,modeled_time_test,3.0,8,Spleen,0.12567220628261566
fold4.pth,modeled_time_test,6.0,1,Spleen,0.13491475582122803
fold4.pth,modeled_time_test,6.0,10,Spleen,0.12500007450580597
fold4.pth,modeled_time_test,12.0,3,Spleen,0.13926704227924347
fold4.pth,modeled_time_test,12.0,4,Spleen,0.1310541033744812
fold4.pth,modeled_time_test,18.0,2,Spleen,0.12747722864151
fold4.pth,modeled_time_test,18.0,6,Spleen,0.1428564488887787
fold4.pth,modeled_time_test,24.0,3,Spleen,0.125
fold4.pth,modeled_time_test,24.0,6,Spleen,0.125
fold4.pth,unseen_time_test,0.33333,1,Spleen,0.1250000149011612
fold4.pth,unseen_time_test,0.33333,2,Spleen,0.125
fold4.pth,unseen_time_test,4.0,1,Spleen,0.12500007450580597
fold4.pth,unseen_time_test,4.0,2,Spleen,0.1250000149011612
fold4.pth,unseen_time_test,11.0,1,Spleen,0.1250000149011612
fold4.pth,unseen_time_test,11.0,2,Spleen,0.12500041723251343
fold4.pth,unseen_time_test,20.0,1,Spleen,0.12554869055747986
fold4.pth,unseen_time_test,20.0,2,Spleen,0.1250000149011612
fold5.pth,modeled_time_test,0.5,2,Spleen,0.14284095168113708
fold5.pth,modeled_time_test,0.5,3,Spleen,0.14285114407539368
fold5.pth,modeled_time_test,1.0,4,Spleen,0.14284789562225342
fold5.pth,modeled_time_test,1.0,8,Spleen,0.14284853637218475
fold5.pth,modeled_time_test,2.0,7,Spleen,0.14283129572868347
fold5.pth,modeled_time_test,2.0,8,Spleen,0.14277420938014984
fold5.pth,modeled_time_test,3.0,1,Spleen,0.14280474185943604
fold5.pth,modeled_time_test,3.0,8,Spleen,0.14285045862197876
fold5.pth,modeled_time_test,6.0,1,Spleen,0.14281603693962097
fold5.pth,modeled_time_test,6.0,10,Spleen,0.14284837245941162
fold5.pth,modeled_time_test,12.0,3,Spleen,0.1428230255842209
fold5.pth,modeled_time_test,12.0,4,Spleen,0.14276838302612305
fold5.pth,modeled_time_test,18.0,2,Spleen,0.14271575212478638
fold5.pth,modeled_time_test,18.0,6,Spleen,0.14277543127536774
fold5.pth,modeled_time_test,24.0,3,Spleen,0.14248709380626678
fold5.pth,modeled_time_test,24.0,6,Spleen,0.142145574092865
fold5.pth,unseen_time_test,0.33333,1,Spleen,0.14284174144268036
fold5.pth,unseen_time_test,0.33333,2,Spleen,0.14284805953502655
fold5.pth,unseen_time_test,4.0,1,Spleen,0.14284895360469818
fold5.pth,unseen_time_test,4.0,2,Spleen,0.14284983277320862
fold5.pth,unseen_time_test,11.0,1,Spleen,0.1428488940000534
fold5.pth,unseen_time_test,11.0,2,Spleen,0.1428416669368744
fold5.pth,unseen_time_test,20.0,1,Spleen,0.14284707605838776
fold5.pth,unseen_time_test,20.0,2,Spleen,0.12500198185443878
fold6.pth,modeled_time_test,0.5,2,Spleen,0.13964176177978516
fold6.pth,modeled_time_test,0.5,3,Spleen,0.12500381469726562
fold6.pth,modeled_time_test,1.0,4,Spleen,0.1388586312532425
fold6.pth,modeled_time_test,1.0,8,Spleen,0.13789835572242737
fold6.pth,modeled_time_test,2.0,7,Spleen,0.13174830377101898
fold6.pth,modeled_time_test,2.0,8,Spleen,0.14142769575119019
fold6.pth,modeled_time_test,3.0,1,Spleen,0.1252964437007904
fold6.pth,modeled_time_test,3.0,8,Spleen,0.13944122195243835
fold6.pth,modeled_time_test,6.0,1,Spleen,0.12687985599040985
fold6.pth,modeled_time_test,6.0,10,Spleen,0.12604156136512756
fold6.pth,modeled_time_test,12.0,3,Spleen,0.13366281986236572
fold6.pth,modeled_time_test,12.0,4,Spleen,0.1338178813457489
fold6.pth,modeled_time_test,18.0,2,Spleen,0.13759058713912964
fold6.pth,modeled_time_test,18.0,6,Spleen,0.13720150291919708
fold6.pth,modeled_time_test,24.0,3,Spleen,0.1250002533197403
fold6.pth,modeled_time_test,24.0,6,Spleen,0.12500528991222382
fold6.pth,unseen_time_test,0.33333,1,Spleen,0.12518440186977386
fold6.pth,unseen_time_test,0.33333,2,Spleen,0.12511946260929108
fold6.pth,unseen_time_test,4.0,1,Spleen,0.12604942917823792
fold6.pth,unseen_time_test,4.0,2,Spleen,0.12511619925498962
fold6.pth,unseen_time_test,11.0,1,Spleen,0.12531577050685883
fold6.pth,unseen_time_test,11.0,2,Spleen,0.13688291609287262
fold6.pth,unseen_time_test,20.0,1,Spleen,0.13623496890068054
fold6.pth,unseen_time_test,20.0,2,Spleen,0.14293107390403748
fold7.pth,modeled_time_test,0.5,2,Spleen,0.1428569108247757
fold7.pth,modeled_time_test,0.5,3,Spleen,0.1428571343421936
fold7.pth,modeled_time_test,1.0,4,Spleen,0.1428571194410324
fold7.pth,modeled_time_test,1.0,8,Spleen,0.1428571194410324
fold7.pth,modeled_time_test,2.0,7,Spleen,0.14285707473754883
fold7.pth,modeled_time_test,2.0,8,Spleen,0.14284895360469818
fold7.pth,modeled_time_test,3.0,1,Spleen,0.14285671710968018
fold7.pth,modeled_time_test,3.0,8,Spleen,0.1428571343421936
fold7.pth,modeled_time_test,6.0,1,Spleen,0.1428510546684265
fold7.pth,modeled_time_test,6.0,10,Spleen,0.1428571194410324
fold7.pth,modeled_time_test,12.0,3,Spleen,0.14285703003406525
fold7.pth,modeled_time_test,12.0,4,Spleen,0.14285032451152802
fold7.pth,modeled_time_test,18.0,2,Spleen,0.1428486555814743
fold7.pth,modeled_time_test,18.0,6,Spleen,0.1428499072790146
fold7.pth,modeled_time_test,24.0,3,Spleen,0.1428373157978058
fold7.pth,modeled_time_test,24.0,6,Spleen,0.14284466207027435
fold7.pth,unseen_time_test,0.33333,1,Spleen,0.14285705983638763
fold7.pth,unseen_time_test,0.33333,2,Spleen,0.1428571194410324
fold7.pth,unseen_time_test,4.0,1,Spleen,0.1428571194410324
fold7.pth,unseen_time_test,4.0,2,Spleen,0.1428571343421936
